comfort;relaxation;simplicity of the route
health;movement;excercise;physical condition
safety;Security;Confidence;confidence on the route;feeling safe
independence;individual orientation;self-direction;freedom;autonomy;freedom to chose;total independence;self-suficiency
socializing;meeting with people;meet with people;possibility to meet people;beeing with person I like;good company;company of the friend;company of someone
time-management;time management;time;punctuality;accuracy;reliability;time factor;time availability;frequent connections;getting there in time
wealth;price;money
